celltype_AB,celltype_lectin
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
6,4
5,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
5,4
1,4
4,4
4,4
4,4
4,4
7,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
5,4
4,4
4,5
5,4
4,4
4,4
4,7
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
7,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
7,4
4,5
4,5
4,4
4,4
4,4
7,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
4,7
4,4
4,4
4,4
4,5
4,4
4,4
7,4
5,4
4,4
1,4
5,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
1,4
5,4
4,4
5,4
1,4
4,4
4,4
5,4
4,4
4,4
4,1
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
1,4
4,4
5,4
5,4
5,4
1,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
5,4
6,4
4,4
4,4
4,4
4,4
4,5
7,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,7
4,4
4,4
4,4
4,4
5,4
4,4
7,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,5
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,7
4,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,5
4,4
4,4
4,4
5,4
4,4
7,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
7,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,5
4,4
4,4
7,4
4,4
4,4
4,4
4,4
5,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
5,4
5,4
4,4
4,4
5,4
5,4
5,4
4,4
5,4
5,4
5,4
5,4
4,4
4,4
4,4
4,7
4,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
1,4
7,4
4,4
4,4
4,4
1,4
4,4
4,4
1,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,7
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
6,4
4,4
4,4
4,1
4,4
4,4
4,4
4,4
4,4
4,4
7,4
1,4
4,4
4,4
5,4
4,4
5,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
5,4
4,7
7,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,3
4,5
5,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
1,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
1,4
4,4
5,4
4,4
4,4
7,4
5,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
7,4
7,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,5
4,4
5,4
4,4
4,4
7,4
4,4
5,4
4,4
1,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
6,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,7
5,4
4,4
4,4
5,4
4,5
4,4
1,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
5,4
4,4
1,4
5,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
5,4
4,4
1,4
4,4
5,4
4,4
4,4
7,4
5,4
4,4
4,4
7,4
4,4
1,4
4,4
4,4
7,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
5,4
5,4
4,4
7,4
5,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
1,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
7,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
5,4
4,4
5,4
5,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
1,4
7,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
5,4
4,4
6,4
4,4
4,1
4,4
1,4
4,4
4,4
5,4
4,5
4,4
5,4
1,4
5,4
4,4
4,4
4,5
4,4
4,4
4,4
4,7
5,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
5,4
4,1
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
5,4
5,4
4,4
4,4
5,4
4,4
7,4
5,4
4,4
4,4
4,7
4,4
4,4
1,4
4,4
4,4
5,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
7,4
5,4
4,4
5,4
4,4
5,4
1,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
5,4
4,4
7,4
4,4
1,4
5,4
5,4
5,4
6,4
5,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
3,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
1,4
4,5
4,4
4,1
4,4
5,4
4,4
5,4
4,4
5,4
5,4
5,4
5,4
5,4
4,4
4,4
5,4
4,4
4,4
5,4
1,4
4,4
5,4
4,4
1,4
5,4
4,4
4,4
1,4
5,4
3,5
6,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
1,4
5,4
1,4
4,4
1,4
5,4
5,4
4,4
5,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
5,4
5,4
5,4
4,4
4,4
5,4
4,4
7,4
5,4
5,4
5,4
4,4
4,4
4,4
5,4
4,4
7,4
4,4
4,4
5,4
4,4
4,4
5,4
1,4
3,4
4,4
4,4
6,4
4,4
5,4
4,4
4,1
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
1,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
1,4
4,4
4,4
5,4
4,4
4,4
5,4
5,4
4,4
5,4
1,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
1,4
5,4
7,4
7,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
4,4
6,4
5,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
1,4
4,5
5,4
1,4
1,4
4,4
4,4
5,4
7,4
5,4
7,4
5,4
4,4
4,5
4,4
4,4
4,4
4,4
1,4
5,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
5,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
1,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
6,4
4,4
4,4
4,4
4,4
4,4
4,4
6,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
1,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,7
4,4
7,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,7
5,4
5,4
4,4
4,4
5,4
5,4
4,5
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,5
4,7
4,4
4,4
4,4
4,4
7,3
4,7
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
5,4
5,4
7,4
5,4
4,4
7,4
4,4
4,4
4,4
1,4
4,4
5,4
4,4
4,4
4,4
7,4
5,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
6,4
4,4
5,4
7,4
4,4
4,5
5,4
4,4
4,7
4,4
4,1
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
5,4
4,4
1,4
4,4
4,4
4,7
4,4
7,4
4,5
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
5,4
4,5
4,4
4,4
4,4
4,5
5,4
4,5
5,4
5,4
4,4
5,4
7,4
4,4
4,4
7,4
4,4
4,4
5,4
7,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
7,3
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,5
6,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
5,4
1,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,7
4,5
5,4
4,4
4,4
5,4
1,4
4,4
4,4
1,4
4,4
4,4
4,4
5,4
1,4
4,4
5,4
4,4
1,4
4,4
4,4
4,4
1,4
4,4
4,4
4,5
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
4,5
7,4
4,4
7,4
5,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
5,4
4,7
4,4
4,4
4,4
1,4
4,4
4,4
4,4
4,4
5,4
5,4
5,4
4,4
7,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
4,1
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,5
5,4
5,4
4,4
4,4
4,4
4,4
5,4
4,5
4,4
4,4
1,4
4,4
4,4
4,4
5,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
1,4
4,4
4,4
5,4
4,4
5,4
4,4
7,4
1,4
5,4
4,4
5,4
4,5
5,4
4,4
5,4
4,4
4,4
4,5
4,4
4,4
1,4
4,4
4,4
4,7
4,4
4,4
5,4
5,4
4,4
5,4
4,4
4,4
4,4
5,4
4,4
4,5
4,4
4,5
4,4
4,5
4,4
4,4
4,1
4,4
5,4
7,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
5,4
4,4
7,4
4,4
4,4
4,4
1,4
4,4
5,4
5,4
4,4
4,4
4,4
4,4
4,5
4,4
4,4
1,4
5,4
4,4
4,4
5,4
4,4
4,6
4,4
4,4
4,4
4,4
4,4
5,4
5,4
4,4
4,4
4,4
4,5
4,5
5,4
7,4
4,4
4,4
7,4
4,4
6,4
5,4
4,4
4,4
4,4
7,4
5,4
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,5
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
4,4
5,4
4,5
5,4
4,4
4,4
4,4
4,6
5,4
5,4
4,4
4,4
4,4
5,4
4,4
4,4
6,4
4,4
4,4
5,4
4,4
5,4
4,4
4,4
4,4
5,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
5,4
4,4
4,4
4,4
7,4
5,4
4,7
4,4
5,4
5,4
4,4
4,4
4,4
4,4
7,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,7
5,4
4,4
4,4
6,4
4,5
4,4
4,4
4,4
7,4
